,Q1_1,Q1_2,Q1_4,Q3_1,Q3_2,Q3_3,Q9,Q2,Q8_1,Q8_2,Q8_99,Q6ax1_1,Q6ax3_2,Q7_1,Q7_2,Q7_3,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_8,Q14_99,Q15_2,Q15_3,Q15_5,Q15_7,Q15_8,Q15_10,Q15_99,Q10_2
818,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly disagree,Strongly disagree,Strongly disagree,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
819,0,1,0,1,0,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Somewhat agree,Neither agree nor disagree,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
820,1,1,0,1,1,1,Very familiar,"10,000-20,000",1,0,0,3.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
821,1,1,0,0,0,1,Not at all familiar,"10,000-20,000",0,0,1,0.0,0.0,Somewhat agree,Strongly agree,Strongly agree,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
822,1,1,0,1,1,0,Somewhat familiar,"More than 50,000",1,1,0,5.0,0.0,Neither agree nor disagree,Strongly agree,Somewhat agree,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
823,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,4.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
824,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,4.0,0.0,Strongly agree,Somewhat agree,Strongly agree,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
825,1,0,0,0,0,1,Not at all familiar,"Less than 10,000",0,0,1,3.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
826,1,1,0,1,1,0,Not at all familiar,"20,001-50,000",1,0,0,0.0,0.0,Strongly agree,Somewhat agree,Strongly agree,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
827,1,1,0,0,1,0,Somewhat familiar,"Less than 10,000",1,1,0,5.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
828,1,1,0,1,1,0,Very familiar,"20,001-50,000",1,1,0,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
829,0,1,0,0,0,1,Very familiar,"10,000-20,000",0,0,1,0.0,0.0,Somewhat agree,Neither agree nor disagree,Somewhat disagree,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
830,0,1,0,1,0,0,Very familiar,"20,001-50,000",0,0,1,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
831,0,0,1,0,1,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly disagree,Strongly disagree,Strongly disagree,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
832,1,0,0,1,1,0,Very familiar,"20,001-50,000",0,0,1,4.0,0.0,Strongly agree,Somewhat agree,Neither agree nor disagree,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
833,1,0,0,1,1,0,Very familiar,"20,001-50,000",1,0,0,1.0,0.0,Somewhat disagree,Neither agree nor disagree,Strongly disagree,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
834,1,0,0,1,0,0,Somewhat familiar,"Less than 10,000",0,0,1,5.0,0.0,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
835,1,0,0,0,0,1,Not at all familiar,"Less than 10,000",0,0,1,4.0,0.0,Somewhat agree,Somewhat agree,Somewhat disagree,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
836,0,1,0,1,0,0,Very familiar,"Less than 10,000",0,0,1,0.0,0.0,Strongly agree,Somewhat disagree,Somewhat agree,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
837,0,1,0,0,1,0,Very familiar,"Less than 10,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
838,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",0,0,1,5.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
839,1,0,0,0,1,0,Not at all familiar,"20,001-50,000",0,0,1,0.0,0.0,Somewhat agree,Somewhat agree,Strongly agree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
840,0,1,0,0,1,0,Very familiar,"Less than 10,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
841,1,0,0,1,1,0,Very familiar,"10,000-20,000",0,0,1,2.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
842,0,1,0,0,1,0,Not at all familiar,"20,001-50,000",1,0,0,0.0,0.0,Neither agree nor disagree,Somewhat agree,Somewhat agree,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,1,1,0,0,1,0,Very familiar,"10,000-20,000",1,0,0,5.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
844,1,0,0,0,0,1,Somewhat familiar,"10,000-20,000",0,0,1,3.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
845,0,1,0,1,1,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
846,1,0,0,0,1,1,Not at all familiar,"10,000-20,000",0,0,1,2.0,0.0,Strongly disagree,Somewhat disagree,Somewhat disagree,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
847,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",0,0,1,5.0,0.0,Somewhat agree,Neither agree nor disagree,Somewhat disagree,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
848,0,1,0,0,1,0,Somewhat familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Strongly disagree,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
849,0,1,0,1,1,0,Very familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
850,0,1,0,1,1,0,Very familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
851,0,1,0,1,1,0,Very familiar,"20,001-50,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
852,1,1,0,1,1,0,Somewhat familiar,"10,000-20,000",1,1,0,3.0,0.0,Strongly agree,Somewhat agree,Strongly agree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
853,0,1,0,0,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
854,0,1,1,0,1,1,Somewhat familiar,"10,000-20,000",0,0,1,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
855,1,1,0,0,1,0,Very familiar,"Less than 10,000",0,0,1,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
856,1,1,0,1,0,0,Very familiar,"10,000-20,000",1,0,0,4.0,0.0,Strongly agree,Strongly agree,Strongly disagree,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
857,0,1,0,0,1,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
858,0,1,0,0,1,0,Somewhat familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Strongly disagree,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
859,1,1,0,0,1,0,Somewhat familiar,"10,000-20,000",0,0,1,0.0,0.0,Somewhat agree,Neither agree nor disagree,Strongly agree,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
860,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
861,1,1,0,1,1,0,Somewhat familiar,"20,001-50,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0
862,1,1,0,1,1,0,Somewhat familiar,"10,000-20,000",0,0,1,5.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
863,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,1.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0
864,1,0,0,1,1,0,Somewhat familiar,"10,000-20,000",1,0,0,5.0,0.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,1,1,0,1,1,0,Somewhat familiar,"10,000-20,000",0,0,1,4.0,0.0,Strongly agree,Somewhat agree,Strongly disagree,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
866,1,1,0,1,1,0,Somewhat familiar,"Less than 10,000",1,0,0,5.0,0.0,Strongly agree,Somewhat agree,Somewhat disagree,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
867,1,1,0,1,0,0,Very familiar,"20,001-50,000",1,1,0,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
868,0,0,1,1,1,0,Somewhat familiar,"Less than 10,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
869,0,1,0,0,1,0,Somewhat familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
870,1,1,0,1,1,0,Somewhat familiar,"20,001-50,000",1,1,0,4.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
871,1,1,0,1,0,0,Very familiar,"20,001-50,000",1,0,0,2.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
872,1,0,0,0,1,0,Not at all familiar,"10,000-20,000",1,0,0,2.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
873,1,0,0,1,1,0,Not at all familiar,"20,001-50,000",1,0,0,3.0,0.0,Somewhat agree,Somewhat agree,Strongly disagree,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
874,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,4.0,0.0,Somewhat agree,Somewhat disagree,Strongly disagree,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
875,0,1,0,1,1,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat disagree,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
876,1,1,0,1,0,0,Somewhat familiar,"10,000-20,000",0,0,1,3.0,0.0,Somewhat agree,Somewhat agree,Somewhat disagree,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
877,0,0,1,0,1,0,Somewhat familiar,"Less than 10,000",0,0,1,0.0,0.0,Somewhat agree,Somewhat disagree,Somewhat agree,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
878,1,1,0,1,1,0,Very familiar,"20,001-50,000",1,0,0,4.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
879,1,1,0,1,1,0,Very familiar,"20,001-50,000",1,1,0,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
880,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,2.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
881,0,1,0,0,1,0,Very familiar,"Less than 10,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
882,1,1,0,0,1,0,Somewhat familiar,"10,000-20,000",1,1,0,4.0,0.0,Somewhat agree,Strongly agree,Strongly disagree,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
883,1,1,0,0,1,0,Very familiar,"10,000-20,000",1,1,0,4.0,0.0,Strongly agree,Somewhat agree,Somewhat disagree,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
884,0,1,0,1,0,0,Not at all familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
885,0,1,0,1,0,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Neither agree nor disagree,Somewhat disagree,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
886,1,0,0,1,0,0,Not at all familiar,"Less than 10,000",0,0,1,3.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
887,0,1,0,1,0,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
888,1,0,1,0,1,0,Somewhat familiar,"10,000-20,000",1,0,0,4.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
889,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",0,0,1,3.0,0.0,Somewhat agree,Strongly agree,Strongly disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
890,1,1,0,1,1,0,Not at all familiar,"20,001-50,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
891,0,1,0,1,0,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
892,1,0,0,1,0,0,Somewhat familiar,"Less than 10,000",1,1,0,2.0,1.0,Strongly agree,Strongly agree,Neither agree nor disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
893,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
894,0,1,0,0,1,0,Not at all familiar,"Less than 10,000",1,1,0,0.0,0.0,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
895,0,1,0,1,1,0,Very familiar,"20,001-50,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
896,0,1,0,0,1,0,Somewhat familiar,"Less than 10,000",0,0,1,0.0,0.0,Somewhat agree,Somewhat agree,Strongly agree,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
897,1,1,1,0,1,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
898,1,0,0,1,0,0,Not at all familiar,"20,001-50,000",0,0,1,0.0,0.0,Strongly disagree,Somewhat disagree,Strongly disagree,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
899,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
900,0,1,0,1,0,0,Very familiar,"Less than 10,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
901,0,1,0,0,1,0,Not at all familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0
902,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
903,0,1,1,1,1,0,Not at all familiar,"20,001-50,000",1,0,0,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
904,1,0,0,0,1,0,Not at all familiar,"10,000-20,000",1,0,0,4.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
905,0,1,0,0,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
906,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",0,0,1,0.0,0.0,Somewhat agree,Somewhat agree,Strongly disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
907,0,1,0,1,1,0,Very familiar,"20,001-50,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
908,1,0,0,0,0,0,Not at all familiar,"More than 50,000",0,0,1,3.0,0.0,Somewhat disagree,Somewhat disagree,Strongly disagree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
909,0,1,0,1,1,0,Very familiar,"20,001-50,000",1,0,0,0.0,0.0,Neither agree nor disagree,Somewhat agree,Somewhat disagree,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
910,0,1,1,1,1,0,Somewhat familiar,"20,001-50,000",1,0,0,0.0,0.0,Somewhat agree,Somewhat disagree,Somewhat disagree,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
911,1,1,0,1,1,0,Very familiar,"20,001-50,000",0,0,1,5.0,0.0,Strongly agree,Strongly agree,Strongly disagree,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
912,0,1,0,0,1,0,Somewhat familiar,"20,001-50,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
913,1,0,0,1,0,0,Very familiar,"10,000-20,000",1,0,0,1.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
914,1,0,0,0,1,0,Somewhat familiar,"Less than 10,000",1,0,0,2.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
915,1,0,0,1,0,0,Not at all familiar,"Less than 10,000",0,0,1,2.0,0.0,Strongly agree,Somewhat agree,Neither agree nor disagree,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
916,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
917,0,1,0,1,0,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat disagree,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
918,0,1,1,0,0,1,Somewhat familiar,"10,000-20,000",0,0,1,0.0,0.0,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
919,1,1,1,1,0,0,Very familiar,"Less than 10,000",1,1,0,5.0,0.0,Somewhat disagree,Somewhat agree,Neither agree nor disagree,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
920,1,0,0,0,1,0,Not at all familiar,"More than 50,000",0,0,1,4.0,0.0,Somewhat agree,Strongly agree,Strongly disagree,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
921,1,0,1,1,1,0,Not at all familiar,"10,000-20,000",0,0,1,0.0,0.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
922,1,0,0,1,0,0,Not at all familiar,"10,000-20,000",1,0,0,5.0,0.0,Strongly agree,Somewhat agree,Strongly disagree,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
923,0,1,0,1,1,0,Very familiar,"10,000-20,000",0,0,1,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
924,0,1,0,0,1,0,Very familiar,"20,001-50,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
925,0,0,1,0,0,1,Not at all familiar,"Less than 10,000",0,0,1,0.0,0.0,Somewhat disagree,Somewhat agree,Strongly disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
926,1,0,0,1,0,0,Not at all familiar,"20,001-50,000",1,0,0,4.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
927,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly disagree,Strongly disagree,Strongly disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
928,1,1,0,1,1,0,Not at all familiar,Unsure,1,0,0,5.0,0.0,Strongly agree,Somewhat agree,Neither agree nor disagree,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
929,1,1,0,1,1,0,Very familiar,"20,001-50,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
930,1,0,0,1,1,0,Not at all familiar,"Less than 10,000",1,0,0,2.0,0.0,Strongly agree,Somewhat agree,Neither agree nor disagree,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
931,1,1,0,1,0,0,Somewhat familiar,"10,000-20,000",1,0,0,3.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
932,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,5.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
933,0,1,0,0,0,1,Very familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
934,0,1,0,1,1,0,Somewhat familiar,"Less than 10,000",1,0,0,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0
935,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",1,0,0,4.0,0.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
936,1,1,0,1,0,0,Somewhat familiar,"20,001-50,000",1,0,0,2.0,0.0,Neither agree nor disagree,Somewhat agree,Somewhat disagree,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
937,0,1,1,1,1,0,Very familiar,"20,001-50,000",1,1,0,0.0,0.0,Strongly agree,Strongly disagree,Neither agree nor disagree,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
938,1,1,0,1,1,0,Somewhat familiar,"20,001-50,000",1,0,0,5.0,0.0,Somewhat agree,Strongly agree,Neither agree nor disagree,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
939,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
940,1,0,0,0,1,0,Somewhat familiar,"20,001-50,000",1,0,0,0.0,0.0,Somewhat disagree,Somewhat disagree,Somewhat disagree,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
941,1,0,0,1,0,0,Somewhat familiar,"10,000-20,000",0,0,1,2.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
942,0,1,0,0,1,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Neither agree nor disagree,Somewhat agree,Somewhat disagree,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
943,1,1,0,1,0,0,Very familiar,"10,000-20,000",1,0,0,5.0,0.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
944,1,1,1,0,1,0,Somewhat familiar,"20,001-50,000",1,0,0,1.0,0.0,Strongly agree,Neither agree nor disagree,Strongly agree,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0
945,1,0,0,1,0,0,Not at all familiar,"10,000-20,000",1,0,0,5.0,0.0,Somewhat agree,Somewhat disagree,Somewhat disagree,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0
946,1,0,0,1,0,0,Not at all familiar,"20,001-50,000",1,0,0,3.0,0.0,Somewhat agree,Somewhat agree,Somewhat disagree,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
947,0,1,0,1,0,0,Not at all familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
948,1,0,0,1,0,0,Not at all familiar,"Less than 10,000",1,0,0,3.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
949,1,1,0,1,0,0,Very familiar,"10,000-20,000",1,0,0,5.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
950,1,1,0,1,1,0,Not at all familiar,"Less than 10,000",1,1,0,5.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
951,0,1,0,1,0,0,Very familiar,"20,001-50,000",1,1,0,0.0,0.0,Somewhat agree,Somewhat agree,Strongly disagree,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
952,1,0,0,0,1,0,Somewhat familiar,Unsure,0,0,1,2.0,0.0,Strongly disagree,Somewhat agree,Strongly disagree,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
953,0,1,0,1,0,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Neither agree nor disagree,Somewhat agree,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
954,1,0,0,0,1,0,Very familiar,"20,001-50,000",0,0,1,2.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
