,Q1_1,Q1_2,Q1_4,Q3_1,Q3_2,Q3_3,Q9,Q2,Q8_1,Q8_2,Q8_99,Q6ax1_1,Q6ax3_2,Q7_1,Q7_2,Q7_3,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_8,Q14_99,Q15_2,Q15_3,Q15_5,Q15_7,Q15_8,Q15_10,Q15_99,Q10_2
682,1,0,0,0,1,0,Not at all familiar,"10,000-20,000",0,0,1,3.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
683,1,0,0,0,1,0,Very familiar,"10,000-20,000",0,0,1,1.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
684,1,1,0,1,0,0,Very familiar,"10,000-20,000",1,1,0,4.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
685,1,1,0,0,1,0,Not at all familiar,"Less than 10,000",1,1,0,3.0,0.0,Somewhat agree,Strongly agree,Strongly agree,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
686,0,1,0,1,0,0,Somewhat familiar,"20,001-50,000",1,1,0,0.0,0.0,Somewhat agree,Neither agree nor disagree,Somewhat disagree,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0
687,1,1,0,1,1,0,Somewhat familiar,"10,000-20,000",1,0,0,2.0,0.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
688,0,1,1,1,1,0,Very familiar,"Less than 10,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
689,1,0,0,0,1,0,Somewhat familiar,"Less than 10,000",0,0,1,2.0,0.0,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
690,1,0,0,1,0,0,Somewhat familiar,"Less than 10,000",1,0,0,0.0,0.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
691,0,1,0,0,1,0,Somewhat familiar,"Less than 10,000",1,0,0,0.0,0.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
692,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",0,0,1,2.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
693,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,5.0,0.0,Strongly disagree,Somewhat agree,Somewhat agree,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
694,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,1.0,0.0,Somewhat agree,Somewhat agree,Somewhat disagree,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
695,0,0,0,0,0,1,Very familiar,"10,000-20,000",0,0,1,0.0,5.0,Somewhat agree,Somewhat agree,Somewhat agree,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
696,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
697,1,1,0,1,1,0,Somewhat familiar,"20,001-50,000",1,0,0,2.0,0.0,Strongly agree,Somewhat agree,Somewhat disagree,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
698,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
699,1,0,0,0,0,1,Somewhat familiar,"20,001-50,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
700,1,1,0,1,1,0,Very familiar,"10,000-20,000",0,0,1,5.0,0.0,Somewhat agree,Strongly agree,Strongly agree,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
701,1,0,0,1,0,0,Not at all familiar,"10,000-20,000",1,0,0,4.0,0.0,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
702,1,0,0,1,0,0,Somewhat familiar,"10,000-20,000",0,0,1,1.0,0.0,Somewhat disagree,Somewhat disagree,Somewhat disagree,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
703,0,1,0,0,0,1,Somewhat familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
704,1,0,0,1,1,0,Not at all familiar,"Less than 10,000",1,1,0,2.0,0.0,Somewhat agree,Strongly agree,Neither agree nor disagree,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
705,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",1,0,0,5.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,1,0,0,0,0,1,Not at all familiar,"Less than 10,000",0,0,1,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
707,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",1,0,0,2.0,0.0,Somewhat agree,Strongly agree,Strongly agree,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
708,1,0,0,0,0,1,Somewhat familiar,"10,000-20,000",0,0,1,4.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
709,1,1,0,1,0,0,Not at all familiar,"10,000-20,000",0,0,1,0.0,0.0,Somewhat disagree,Somewhat agree,Somewhat disagree,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
710,0,1,0,0,0,1,Somewhat familiar,"Less than 10,000",0,0,1,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat disagree,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
711,1,1,0,1,1,0,Very familiar,"20,001-50,000",1,0,0,4.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
712,1,1,0,1,1,0,Not at all familiar,"More than 50,000",0,0,1,1.0,0.0,Somewhat agree,Somewhat agree,Strongly agree,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
713,0,1,0,0,1,0,Somewhat familiar,"Less than 10,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
714,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",0,0,1,3.0,0.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
715,1,1,0,0,0,1,Somewhat familiar,"10,000-20,000",0,0,1,2.0,0.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
716,0,1,0,1,0,0,Very familiar,"Less than 10,000",1,0,0,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat disagree,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
717,1,0,0,0,0,1,Not at all familiar,"10,000-20,000",0,0,1,2.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
718,1,0,1,1,1,0,Somewhat familiar,"More than 50,000",0,0,1,3.0,0.0,Somewhat disagree,Neither agree nor disagree,Strongly disagree,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
719,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Somewhat agree,Strongly agree,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
720,1,0,0,1,1,0,Not at all familiar,"Less than 10,000",1,0,0,4.0,0.0,Strongly agree,Somewhat agree,Neither agree nor disagree,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
721,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",0,0,1,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
722,1,0,0,0,0,1,Somewhat familiar,"10,000-20,000",0,0,1,1.0,0.0,Strongly agree,Neither agree nor disagree,Somewhat agree,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
723,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
724,0,1,1,1,1,0,Somewhat familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
725,0,0,1,0,0,1,Very familiar,"Less than 10,000",0,0,1,0.0,0.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,0,1,0,1,1,0,Somewhat familiar,"20,001-50,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
727,0,1,0,0,1,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
728,1,0,0,1,0,0,Not at all familiar,"10,000-20,000",1,0,0,2.0,0.0,Strongly agree,Somewhat agree,Neither agree nor disagree,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
729,1,0,0,1,0,0,Somewhat familiar,"10,000-20,000",1,0,0,2.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
730,1,1,0,1,0,0,Somewhat familiar,"Less than 10,000",1,0,0,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
731,1,0,0,1,1,0,Somewhat familiar,"Less than 10,000",1,0,0,3.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
732,0,0,1,0,1,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
733,1,0,0,1,1,0,Somewhat familiar,"10,000-20,000",1,0,0,3.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
734,0,1,0,0,1,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
735,1,0,0,1,1,0,Very familiar,"20,001-50,000",0,0,1,5.0,0.0,Strongly agree,Somewhat disagree,Strongly agree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
736,0,1,0,1,0,0,Very familiar,"Less than 10,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
737,1,1,0,1,0,0,Very familiar,"10,000-20,000",1,0,0,4.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
738,1,0,1,1,1,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Somewhat disagree,Somewhat agree,Somewhat disagree,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
739,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,5.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0
740,0,0,1,0,1,0,Not at all familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
741,1,1,0,1,1,0,Somewhat familiar,"Less than 10,000",1,0,0,4.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
742,0,1,0,1,1,1,Not at all familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
743,1,0,0,0,1,0,Somewhat familiar,"10,000-20,000",0,0,1,2.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
744,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",0,0,1,0.0,0.0,Somewhat disagree,Somewhat disagree,Somewhat disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
745,0,0,0,1,0,0,Somewhat familiar,"10,000-20,000",1,1,0,0.0,5.0,Strongly agree,Somewhat agree,Neither agree nor disagree,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
746,1,1,0,1,1,0,Not at all familiar,"10,000-20,000",1,1,0,5.0,0.0,Strongly disagree,Strongly disagree,Strongly disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
747,1,1,0,0,1,0,Not at all familiar,"20,001-50,000",1,0,0,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
748,1,0,0,1,1,0,Very familiar,"20,001-50,000",0,0,1,5.0,0.0,Somewhat disagree,Somewhat disagree,Somewhat disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
749,1,1,0,1,1,0,Somewhat familiar,"20,001-50,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
750,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
751,1,1,0,1,1,0,Not at all familiar,"Less than 10,000",1,0,0,5.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0
752,0,1,0,0,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
753,0,1,0,0,1,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
754,0,1,0,1,0,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Somewhat agree,Neither agree nor disagree,Somewhat disagree,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
755,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
756,1,0,0,0,1,0,Not at all familiar,"10,000-20,000",0,0,1,3.0,0.0,Somewhat disagree,Somewhat agree,Strongly disagree,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
757,1,0,0,0,1,0,Not at all familiar,"10,000-20,000",1,1,0,4.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
758,1,0,0,1,0,0,Not at all familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
759,1,0,0,0,1,0,Not at all familiar,"10,000-20,000",0,0,1,3.0,0.0,Neither agree nor disagree,Strongly agree,Somewhat agree,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
760,1,0,0,0,1,0,Somewhat familiar,"10,000-20,000",1,1,0,2.0,0.0,Strongly agree,Neither agree nor disagree,Somewhat disagree,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
761,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
762,0,1,0,1,1,0,Somewhat familiar,"Less than 10,000",1,0,0,0.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
763,1,0,0,1,0,0,Not at all familiar,"20,001-50,000",0,0,1,3.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
764,0,1,0,0,1,0,Very familiar,"20,001-50,000",1,0,0,0.0,0.0,Strongly agree,Somewhat disagree,Strongly agree,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
765,0,1,0,1,0,0,Somewhat familiar,"Less than 10,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
766,1,0,0,1,0,0,Very familiar,"Less than 10,000",1,0,0,5.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
767,0,1,0,0,0,1,Very familiar,"10,000-20,000",0,0,1,0.0,0.0,Neither agree nor disagree,Somewhat disagree,Strongly disagree,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
768,1,1,0,1,1,0,Not at all familiar,"20,001-50,000",1,0,0,1.0,0.0,Somewhat agree,Strongly agree,Neither agree nor disagree,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
769,0,1,0,0,1,0,Somewhat familiar,"20,001-50,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
770,0,1,0,1,0,0,Very familiar,"10,000-20,000",0,0,1,0.0,0.0,Neither agree nor disagree,Somewhat disagree,Strongly disagree,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
771,0,0,1,0,1,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
772,0,1,0,0,1,0,Not at all familiar,"Less than 10,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,1,0,0,1,1,0,Not at all familiar,"Less than 10,000",0,0,1,3.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
774,0,1,0,0,0,1,Very familiar,"Less than 10,000",0,0,1,0.0,0.0,Strongly agree,Somewhat agree,Somewhat disagree,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
775,1,0,0,0,1,0,Not at all familiar,"20,001-50,000",0,0,1,1.0,0.0,Somewhat agree,Neither agree nor disagree,Strongly disagree,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
776,0,1,1,1,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
777,1,1,0,1,1,0,Very familiar,"Less than 10,000",1,1,0,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
778,0,1,0,0,1,0,Somewhat familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
779,1,1,0,1,1,0,Not at all familiar,"10,000-20,000",1,0,0,5.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
780,1,1,0,1,0,0,Somewhat familiar,"20,001-50,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
781,0,1,0,0,1,0,Somewhat familiar,"10,000-20,000",0,0,1,0.0,0.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
782,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",0,0,1,1.0,0.0,Strongly agree,Somewhat agree,Somewhat disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
783,1,0,0,1,1,0,Not at all familiar,"Less than 10,000",1,0,0,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
784,1,0,0,0,1,0,Not at all familiar,"More than 50,000",0,0,1,0.0,0.0,Somewhat agree,Neither agree nor disagree,Somewhat disagree,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
785,1,0,0,1,1,0,Not at all familiar,"Less than 10,000",0,0,1,3.0,0.0,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
786,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,5.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0
787,1,1,0,0,0,1,Very familiar,"10,000-20,000",0,1,0,5.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
788,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
789,1,0,0,0,0,1,Somewhat familiar,"Less than 10,000",0,0,1,3.0,0.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
790,1,0,0,0,0,0,Somewhat familiar,"Less than 10,000",1,0,0,3.0,0.0,Strongly agree,Somewhat agree,Somewhat disagree,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
791,1,1,0,1,1,0,Somewhat familiar,"20,001-50,000",1,0,0,5.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
792,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Somewhat agree,Neither agree nor disagree,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
793,1,0,0,1,0,0,Somewhat familiar,"10,000-20,000",1,0,0,3.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
794,0,1,0,1,1,0,Somewhat familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0
795,1,1,0,1,1,0,Very familiar,"20,001-50,000",1,0,0,4.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
796,0,1,0,1,0,0,Very familiar,"20,001-50,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
797,0,1,0,0,0,1,Not at all familiar,"More than 50,000",0,0,1,0.0,0.0,Strongly disagree,Somewhat disagree,Strongly disagree,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
798,1,0,1,1,0,0,Not at all familiar,"Less than 10,000",0,0,1,3.0,0.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
799,0,1,0,0,1,0,Very familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Somewhat agree,Strongly agree,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0
800,0,1,0,0,1,0,Very familiar,"Less than 10,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0
801,1,0,0,0,1,0,Not at all familiar,"20,001-50,000",0,0,1,2.0,0.0,Strongly agree,Somewhat agree,Neither agree nor disagree,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
802,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",0,0,1,2.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
803,0,1,0,1,1,0,Very familiar,"20,001-50,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
804,1,0,0,0,1,0,Somewhat familiar,"Less than 10,000",0,0,1,5.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,1,0,0,1,0,0,Somewhat familiar,"10,000-20,000",1,0,0,2.0,0.0,Somewhat agree,Strongly agree,Somewhat disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
806,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
807,1,0,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,2.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
808,1,0,0,0,0,1,Not at all familiar,"Less than 10,000",0,0,1,5.0,0.0,Neither agree nor disagree,Strongly agree,Strongly disagree,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
809,1,0,0,0,1,0,Not at all familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
810,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,4.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
811,0,1,0,1,1,0,Somewhat familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
812,1,0,0,1,1,0,Not at all familiar,"Less than 10,000",1,0,0,3.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
813,0,1,0,1,1,0,Somewhat familiar,"20,001-50,000",1,0,0,0.0,0.0,Somewhat disagree,Somewhat agree,Neither agree nor disagree,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
814,0,1,0,0,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
815,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",1,0,0,2.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
816,1,1,0,1,0,0,Somewhat familiar,"10,000-20,000",1,0,0,3.0,0.0,Somewhat agree,Neither agree nor disagree,Somewhat disagree,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
817,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",0,0,1,4.0,0.0,Strongly agree,Somewhat disagree,Strongly disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
